"n_killed","n_injured","n_guns_involved","cluster","n_subject_suspect","teens_involved","victim_age","drug_involved","gang_involved","bar","home_invasion","school","drive_by","month","weekday"
1,0,2,2,0,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sun"
0,1,1,4,0,0,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
0,1,1,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
2,2,1,1,1,0,26.3333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
1,0,1,4,0,0,62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
0,1,1,4,1,0,28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
1,0,1,2,1,0,56,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Jan","Thu"
1,0,1,4,1,1,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,4,1,1,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sun"
1,0,2,2,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sun"
1,0,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
0,0,1,2,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
0,1,1,4,2,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
0,1,1,2,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
0,2,1,3,0,0,45.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
1,0,1,4,1,0,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Jan","Wed"
1,0,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Wed"
0,1,1,4,0,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
0,1,1,4,0,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
1,0,1,4,0,0,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
0,1,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
0,1,1,4,0,0,18,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Jan","Fri"
1,0,1,3,1,0,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,3,0,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
1,0,1,4,1,1,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Sun"
0,1,1,3,1,0,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Jan","Sun"
0,2,1,3,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jan","Mon"
0,1,1,4,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
0,1,1,3,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Tue"
0,1,1,2,1,0,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Jan","Wed"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
1,0,1,2,1,0,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
1,0,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Thu"
0,1,2,4,1,0,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Fri"
0,1,1,3,0,0,40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Jan","Fri"
0,1,1,4,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,3,1,0,43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Jan","Sat"
0,1,1,3,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jan","Sat"
0,1,1,2,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sun"
1,0,1,2,1,0,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Mon"
0,1,1,3,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Tue"
0,1,1,3,0,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Feb","Tue"
1,0,1,2,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
0,1,1,3,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Fri"
0,1,1,3,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Fri"
0,1,1,4,0,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
0,1,1,4,1,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
0,1,1,3,1,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
0,1,1,4,0,0,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
0,1,1,4,0,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
1,0,1,3,0,0,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
1,0,1,3,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sun"
1,0,1,3,1,0,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Mon"
1,0,1,3,0,0,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Mon"
0,1,1,1,1,0,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Mon"
0,1,1,3,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
0,1,1,3,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Feb","Sat"
0,1,1,2,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sun"
0,1,1,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Mon"
1,1,1,4,1,0,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Feb","Mon"
0,1,1,2,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
0,1,1,2,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
0,1,1,4,0,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Feb","Thu"
1,1,1,2,2,1,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Fri"
0,1,1,4,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Fri"
0,2,1,3,1,0,45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
1,0,1,3,1,0,28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
0,0,1,4,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Sat"
0,2,1,3,1,0,23.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
1,0,1,4,1,0,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
0,1,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Wed"
0,1,1,2,0,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Thu"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Feb","Fri"
0,1,1,3,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Fri"
1,0,1,3,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feb","Fri"
0,1,1,2,1,1,22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Feb","Sat"
0,1,1,4,0,0,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
0,1,1,3,0,0,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
1,0,1,4,0,0,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,4,1,0,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,3,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,3,0,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
2,0,1,4,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
0,1,1,4,0,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Fri"
0,1,1,2,1,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sat"
0,1,2,4,2,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
2,0,1,4,1,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
0,1,1,4,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mar","Sun"
0,1,1,3,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
0,2,1,3,1,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
1,0,1,4,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,3,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Wed"
0,1,1,2,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mar","Thu"
0,1,1,4,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Fri"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Fri"
0,1,1,3,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Fri"
1,0,1,2,0,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sat"
0,2,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sat"
0,1,1,4,2,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sat"
0,1,1,3,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
1,0,1,3,1,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
0,1,1,3,1,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
0,2,1,4,1,1,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mar","Mon"
0,1,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mar","Mon"
0,1,1,3,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
0,1,1,3,0,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Wed"
0,1,1,3,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Wed"
0,1,2,2,1,0,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Wed"
0,1,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
1,0,1,3,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
1,0,1,4,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Fri"
0,1,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Fri"
0,1,1,4,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sat"
0,0,1,3,1,0,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sat"
1,0,1,2,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
0,1,1,2,1,0,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
0,1,1,4,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
0,1,1,3,0,0,31,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Mar","Tue"
0,1,1,3,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,3,1,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Tue"
0,1,1,2,1,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Mar","Wed"
0,1,1,3,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
1,0,1,3,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
2,0,1,4,1,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Thu"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mar","Fri"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sat"
1,1,1,4,1,0,37.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Mar","Sat"
1,0,1,4,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Sun"
0,1,1,4,1,0,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mar","Mon"
0,1,1,4,1,0,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Mar","Mon"
0,2,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Mar","Tue"
0,1,1,4,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,4,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,4,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
1,0,1,4,1,0,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,2,1,2,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,3,0,0,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
1,0,1,2,0,0,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,1,0,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
1,0,1,4,1,0,37,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
1,0,1,1,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
1,0,1,4,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,2,1,4,1,0,23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,2,1,3,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Sat"
0,1,1,4,0,0,34,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
0,1,1,2,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
0,1,1,4,2,0,36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Apr","Sat"
1,0,1,3,0,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
1,0,1,4,1,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
0,1,1,4,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,4,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,3,1,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,4,2,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,1,1,4,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
2,0,1,2,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
1,0,1,2,2,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,1,1,3,1,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Tue"
1,0,1,3,1,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Tue"
0,2,1,1,1,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Tue"
0,1,1,4,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,3,4,3,0,32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,2,1,0,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Apr","Wed"
0,1,1,4,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,2,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
1,0,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Wed"
0,1,1,4,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Thu"
1,0,1,2,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,2,1,4,0,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
1,0,1,4,1,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Fri"
0,1,1,3,1,0,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,3,1,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,4,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,2,2,4,2,1,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,1,1,4,0,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Tue"
0,1,1,4,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Tue"
0,2,1,2,1,0,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,2,1,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,3,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,3,2,0,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
1,0,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,3,0,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,2,3,1,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
1,1,1,3,1,0,35.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,2,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
0,1,1,3,0,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Sat"
0,1,1,2,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Sun"
1,0,1,2,1,0,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,3,1,4,1,0,27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,1,1,3,0,0,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,1,1,2,1,0,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,4,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,3,0,0,53,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Wed"
0,1,1,4,0,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Wed"
0,1,1,3,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,3,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Thu"
0,1,2,3,2,0,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,4,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,4,1,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,3,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
1,2,1,3,1,0,25.3333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Fri"
0,1,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
0,1,1,4,2,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
0,1,1,2,1,0,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sat"
0,1,1,4,0,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Sat"
0,1,1,3,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,3,1,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Apr","Sun"
0,1,1,3,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Sun"
0,1,1,4,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Apr","Mon"
0,1,1,4,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
0,2,1,4,2,0,45.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Mon"
1,1,3,2,1,0,27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Apr","Tue"
1,0,1,2,1,0,52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Tue"
0,1,1,4,0,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,3,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Wed"
0,1,1,4,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
1,0,1,3,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,2,1,3,0,0,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Apr","Thu"
0,1,1,3,1,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Fri"
0,1,1,4,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Fri"
1,0,1,4,0,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"May","Fri"
0,2,1,4,1,1,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Fri"
2,1,1,3,1,0,37.6666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Fri"
1,0,3,4,3,0,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Fri"
2,0,1,4,1,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Fri"
0,1,1,3,1,0,30,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"May","Fri"
0,1,2,4,0,0,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
0,1,1,3,1,0,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
0,1,2,4,2,0,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
0,1,1,3,1,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"May","Sat"
0,2,1,4,0,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
0,1,1,4,1,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sat"
1,0,1,4,1,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sun"
0,2,2,4,2,1,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sun"
0,1,1,3,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"May","Sun"
0,1,1,3,0,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Sun"
0,2,1,3,1,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Mon"
0,1,1,4,1,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Tue"
0,1,1,4,0,0,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"May","Wed"
0,1,1,4,1,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"May","Wed"
